,miRNA,Target Gene,Target Gene (Entrez Gene ID)
6688,hsa-miR-1293,HIST2H2AA4,723790
6689,hsa-miR-1293,HIST2H3A,333932
6690,hsa-miR-1293,HIST2H3C,126961
6691,hsa-miR-1293,KLF16,83855
6692,hsa-miR-1293,MAGI3,260425
6693,hsa-miR-1293,MTRNR2L7,100288485
6694,hsa-miR-1293,OGDH,4967
6695,hsa-miR-1293,RMI1,80010
6696,hsa-miR-1293,SESTD1,91404
6697,hsa-miR-1293,SGMS2,166929
6698,hsa-miR-1293,SLC35C2,51006
6699,hsa-miR-1293,SMCR8,140775
6700,hsa-miR-1293,SREK1IP1,285672
6701,hsa-miR-1293,TAOK1,57551
6702,hsa-miR-1293,TIMP1,7076
6703,hsa-miR-1293,TPM3,7170
6704,hsa-miR-1293,ZNF107,51427
6705,hsa-miR-1294,ATG9A,79065
6706,hsa-miR-1294,C10orf111,221060
6707,hsa-miR-1294,C12orf49,79794
6708,hsa-miR-1294,CTSB,1508
6709,hsa-miR-1294,DIABLO,56616
6710,hsa-miR-1294,DIRAS2,54769
6711,hsa-miR-1294,GNB1L,54584
6712,hsa-miR-1294,IGF1R,3480
6713,hsa-miR-1294,KMT2D,8085
6714,hsa-miR-1294,LASP1,3927
6715,hsa-miR-1294,LYPLA2,11313
6716,hsa-miR-1294,MYC,4609
6717,hsa-miR-1294,NCOA3,8202
6718,hsa-miR-1294,NUP155,9631
6719,hsa-miR-1294,PANK3,79646
6720,hsa-miR-1294,PLCG2,5336
6721,hsa-miR-1294,RBFOX2,23543
6722,hsa-miR-1294,RDX,5962
6723,hsa-miR-1294,RNF126,55658
6724,hsa-miR-1294,SEC24A,10802
6725,hsa-miR-1294,SMARCD1,6602
6726,hsa-miR-1294,SUSD1,64420
6727,hsa-miR-1294,TOR2A,27433
6728,hsa-miR-1294,TTLL7,79739
6729,hsa-miR-1294,YOD1,55432
6730,hsa-miR-1294,ZNF385A,25946
6731,hsa-miR-1294,ZNF774,342132
6732,hsa-miR-1294,ZNRF3,84133
6733,hsa-miR-1295a,CASP16P,197350
6734,hsa-miR-1295a,EPOP,100170841
6735,hsa-miR-1295a,OCLN,100506658
6736,hsa-miR-1295a,SLC7A5,8140
6737,hsa-miR-1295a,ZBTB8B,728116
6738,hsa-miR-1295b-3p,ACOT9,23597
6739,hsa-miR-1295b-3p,COL8A1,1295
6740,hsa-miR-1295b-3p,COX19,90639
6741,hsa-miR-1295b-3p,DGKG,1608
6742,hsa-miR-1295b-3p,MAP3K7,6885
6743,hsa-miR-1295b-3p,SNRPB,6628
6744,hsa-miR-1295b-3p,XRN1,54464
6745,hsa-miR-1295b-5p,AP1S3,130340
6746,hsa-miR-1295b-5p,ARHGAP1,392
6747,hsa-miR-1295b-5p,DDX6,1656
6748,hsa-miR-1295b-5p,FHL2,2274
6749,hsa-miR-1295b-5p,HDGF,3068
6750,hsa-miR-1295b-5p,KLHL15,80311
6751,hsa-miR-1295b-5p,L2HGDH,79944
6752,hsa-miR-1295b-5p,MRI1,84245
6753,hsa-miR-1295b-5p,MTMR4,9110
6754,hsa-miR-1295b-5p,ODF2L,57489
6755,hsa-miR-1295b-5p,ORC4,5000
6756,hsa-miR-1295b-5p,PDCL,5082
6757,hsa-miR-1295b-5p,PLEKHA3,65977
6758,hsa-miR-1295b-5p,PLLP,51090
6759,hsa-miR-1295b-5p,PTGES3L,100885848
6760,hsa-miR-1295b-5p,REL,5966
6761,hsa-miR-1295b-5p,SELENOS,55829
6762,hsa-miR-1295b-5p,SON,6651
6763,hsa-miR-1295b-5p,TPM3,7170
6764,hsa-miR-1295b-5p,VGLL2,245806
6765,hsa-miR-1295b-5p,ZC3H12C,85463
6766,hsa-miR-1295b-5p,ZNF101,94039
6767,hsa-miR-1295b-5p,ZNF460,10794
6768,hsa-miR-1295b-5p,ZNF490,57474
6769,hsa-miR-1296-3p,ATPAF1,64756
6770,hsa-miR-1296-3p,CCNY,219771
6771,hsa-miR-1296-3p,DAZAP2,9802
6772,hsa-miR-1296-3p,EIF5AL1,143244
6773,hsa-miR-1296-3p,EMP1,2012
6774,hsa-miR-1296-3p,EP300,2033
6775,hsa-miR-1296-3p,GPAT4,137964
6776,hsa-miR-1296-3p,HMGA2,8091
6777,hsa-miR-1296-3p,ICOSLG,23308
6778,hsa-miR-1296-3p,IP6K1,9807
6779,hsa-miR-1296-3p,KDM6B,23135
6780,hsa-miR-1296-3p,KIAA0895L,653319
6781,hsa-miR-1296-3p,MRE11,4361
6782,hsa-miR-1296-3p,PHB2,11331
6783,hsa-miR-1296-3p,PKHD1,5314
6784,hsa-miR-1296-3p,QSOX2,169714
6785,hsa-miR-1296-3p,RPS6KA4,8986
6786,hsa-miR-1296-3p,SIX3,6496
6787,hsa-miR-1296-3p,SLC38A2,54407
6788,hsa-miR-1296-3p,TJAP1,93643
6789,hsa-miR-1296-3p,TRIM28,10155
6790,hsa-miR-1296-3p,UNK,85451
6791,hsa-miR-1296-5p,APPL1,26060
6792,hsa-miR-1296-5p,CDK2,1017
6793,hsa-miR-1296-5p,CTC1,80169
6794,hsa-miR-1296-5p,DDX6,1656
6795,hsa-miR-1296-5p,ERBB2,2064
6796,hsa-miR-1296-5p,KIF5B,3799
6797,hsa-miR-1296-5p,LUZP1,7798
6798,hsa-miR-1296-5p,MCM2,4171
6799,hsa-miR-1296-5p,XRCC6,2547
6800,hsa-miR-1296-5p,ZMAT4,79698
6801,hsa-miR-1297,ADM,133
6802,hsa-miR-1297,AGTPBP1,23287
6803,hsa-miR-1297,BLOC1S2,282991
6804,hsa-miR-1297,BMPR1A,657
6805,hsa-miR-1297,C16orf70,80262
6806,hsa-miR-1297,CCND2,894
6807,hsa-miR-1297,CHAC1,79094
6808,hsa-miR-1297,CHEK2,11200
6809,hsa-miR-1297,CREBZF,58487
6810,hsa-miR-1297,DCP1A,55802
6811,hsa-miR-1297,DEPDC1,55635
6812,hsa-miR-1297,E2F7,144455
6813,hsa-miR-1297,ETF1,2107
6814,hsa-miR-1297,FRAT2,23401
6815,hsa-miR-1297,GSK3B,2932
6816,hsa-miR-1297,GTF2A1,2957
6817,hsa-miR-1297,HMGA1,3159
6818,hsa-miR-1297,HMGA2,8091
6819,hsa-miR-1297,HPSE,10855
6820,hsa-miR-1297,KIAA0408,9729
6821,hsa-miR-1297,KLHL15,80311
6822,hsa-miR-1297,KMT5A,387893
6823,hsa-miR-1297,KPNA2,3838
6824,hsa-miR-1297,LRRTM4,80059
6825,hsa-miR-1297,MALAT1,378938
6826,hsa-miR-1297,MAT2A,4144
6827,hsa-miR-1297,MDM2,4193
6828,hsa-miR-1297,NABP1,64859
6829,hsa-miR-1297,PMAIP1,5366
6830,hsa-miR-1297,PPP2R5D,5528
6831,hsa-miR-1297,PSAT1,29968
6832,hsa-miR-1297,RNF6,6049
6833,hsa-miR-1297,SACS,26278
6834,hsa-miR-1297,SOGA3,387104
6835,hsa-miR-1297,TAF13,6884
6836,hsa-miR-1297,TNRC6A,27327
6837,hsa-miR-1297,TNRC6B,23112
6838,hsa-miR-1297,TOB1,10140
6839,hsa-miR-1297,TRIB2,28951
6840,hsa-miR-1297,TUB,7275
6841,hsa-miR-1297,VANGL2,57216
6842,hsa-miR-1297,ZBTB18,10472
6843,hsa-miR-1297,ZNF664,144348
6844,hsa-miR-1298-3p,CENPN,55839
6845,hsa-miR-1298-3p,LIX1L,128077
6846,hsa-miR-1298-3p,MAT2A,4144
6847,hsa-miR-1298-3p,MRGBP,55257
6848,hsa-miR-1298-3p,PEX26,55670
6849,hsa-miR-1298-3p,PPP1R9B,84687
6850,hsa-miR-1298-3p,YOD1,55432
6851,hsa-miR-1298-5p,ETF1,2107
6852,hsa-miR-1298-5p,GJA1,2697
6853,hsa-miR-1298-5p,NDUFA4P1,360165
6854,hsa-miR-1298-5p,NR2E1,7101
6855,hsa-miR-1298-5p,PMAIP1,5366
6856,hsa-miR-1298-5p,TCF7L2,6934
6857,hsa-miR-1299,B3GNT2,10678
6858,hsa-miR-1299,CCND1,595
6859,hsa-miR-1299,CCT5,22948
6860,hsa-miR-1299,CLCN3,1182
6861,hsa-miR-1299,CNOT6,57472
6862,hsa-miR-1299,FSD2,123722
6863,hsa-miR-1299,GNAS,2778
6864,hsa-miR-1299,PAGR1,79447
6865,hsa-miR-1299,PRRX1,5396
6866,hsa-miR-1299,SESN2,83667
6867,hsa-miR-1299,SMOC2,64094
6868,hsa-miR-1299,UBBP4,23666
6869,hsa-miR-1299,YOD1,55432
6870,hsa-miR-1299,ZC3H4,23211
6871,hsa-miR-1299,ZNF37A,7587
6872,hsa-miR-1299,ZNF850,342892
6873,hsa-miR-1299,ZNFX1,57169
6874,hsa-miR-1301-3p,ABCF2,10061
6875,hsa-miR-1301-3p,ARGLU1,55082
6876,hsa-miR-1301-3p,CDCA4,55038
6877,hsa-miR-1301-3p,CSNK1G3,1456
6878,hsa-miR-1301-3p,CTRC,11330
6879,hsa-miR-1301-3p,DYRK2,8445
6880,hsa-miR-1301-3p,EFCAB14,9813
6881,hsa-miR-1301-3p,KIF23,9493
6882,hsa-miR-1301-3p,KMT2D,8085
6883,hsa-miR-1301-3p,MAGI2,9863
6884,hsa-miR-1301-3p,PAWR,5074
6885,hsa-miR-1301-3p,PLEKHF2,79666
6886,hsa-miR-1301-3p,POTED,317754
6887,hsa-miR-1301-3p,RAB10,10890
6888,hsa-miR-1301-3p,RASSF4,83937
6889,hsa-miR-1301-3p,RHEBP1,6008
6890,hsa-miR-1301-3p,SC5D,6309
6891,hsa-miR-1301-3p,SCAMP2,10066
6892,hsa-miR-1301-3p,SCYL3,57147
6893,hsa-miR-1301-3p,YIPF6,286451
6894,hsa-miR-1301-3p,ZBTB18,10472
6895,hsa-miR-1301-5p,ARL5C,390790
6896,hsa-miR-1301-5p,MARCH6,10299
6897,hsa-miR-1301-5p,MSI2,124540
6898,hsa-miR-1301-5p,NDUFA6,4700
6899,hsa-miR-1301-5p,SHISA6,388336
6900,hsa-miR-1301-5p,TARBP2,6895
6901,hsa-miR-1301-5p,TEP1,7011
6902,hsa-miR-1302,FBXW7,55294
6903,hsa-miR-1302,ISY1,57461
6904,hsa-miR-1302,MCRIP2,84331
6905,hsa-miR-1302,TARDBP,23435
6906,hsa-miR-1303,AKAP8,10270
6907,hsa-miR-1303,ATG2B,55102
6908,hsa-miR-1303,BACE2,25825
6909,hsa-miR-1303,C11orf57,55216
6910,hsa-miR-1303,C9orf64,84267
6911,hsa-miR-1303,CDKN1B,1027
6912,hsa-miR-1303,CHRNB1,1140
6913,hsa-miR-1303,CLDN18,51208
6914,hsa-miR-1303,CLSPN,63967
6915,hsa-miR-1303,DAZAP1,26528
6916,hsa-miR-1303,EIF1AX,1964
6917,hsa-miR-1303,GINS4,84296
6918,hsa-miR-1303,GPR156,165829
6919,hsa-miR-1303,H2AFZ,3015
6920,hsa-miR-1303,HDDC2,51020
6921,hsa-miR-1303,HOXA10,3206
6922,hsa-miR-1303,HOXD13,3239
6923,hsa-miR-1303,IFNAR1,3454
6924,hsa-miR-1303,IGDCC4,57722
6925,hsa-miR-1303,IL6ST,3572
6926,hsa-miR-1303,LAYN,143903
6927,hsa-miR-1303,MAP3K5,4217
6928,hsa-miR-1303,MAVS,57506
6929,hsa-miR-1303,MIOX,55586
6930,hsa-miR-1303,NCBP2,22916
6931,hsa-miR-1303,NIPAL3,57185
6932,hsa-miR-1303,NTMT1,28989
6933,hsa-miR-1303,NUCB1,4924
6934,hsa-miR-1303,PCSK9,255738
6935,hsa-miR-1303,PLA2G16,11145
6936,hsa-miR-1303,PPIC,5480
6937,hsa-miR-1303,RNF126,55658
6938,hsa-miR-1303,TBPL1,9519
6939,hsa-miR-1303,THAP1,55145
6940,hsa-miR-1303,TWF1,5756
6941,hsa-miR-1303,UBE2S,27338
6942,hsa-miR-1303,UBN2,254048
6943,hsa-miR-1303,WDPCP,51057
6944,hsa-miR-1303,ZNF101,94039
6945,hsa-miR-1303,ZYG11B,79699
6946,hsa-miR-1304-3p,ADAMTS4,9507
6947,hsa-miR-1304-3p,BMPR1A,657
6948,hsa-miR-1304-3p,BRMS1L,84312
6949,hsa-miR-1304-3p,C17orf105,284067
6950,hsa-miR-1304-3p,CHRNB1,1140
6951,hsa-miR-1304-3p,CNKSR3,154043
6952,hsa-miR-1304-3p,DENND5B,160518
6953,hsa-miR-1304-3p,DFFA,1676
6954,hsa-miR-1304-3p,DNAJB13,374407
6955,hsa-miR-1304-3p,DNAJC28,54943
6956,hsa-miR-1304-3p,FAM124A,220108
6957,hsa-miR-1304-3p,FAM177A1,283635
6958,hsa-miR-1304-3p,FAM83D,81610
6959,hsa-miR-1304-3p,FITM2,128486
6960,hsa-miR-1304-3p,GDE1,51573
6961,hsa-miR-1304-3p,IL10RB,3588
6962,hsa-miR-1304-3p,KIAA1191,57179
6963,hsa-miR-1304-3p,LIMS1,3987
6964,hsa-miR-1304-3p,LRAT,9227
6965,hsa-miR-1304-3p,MYBL1,4603
6966,hsa-miR-1304-3p,NACC1,112939
6967,hsa-miR-1304-3p,NAGK,55577
6968,hsa-miR-1304-3p,NEURL1B,54492
6969,hsa-miR-1304-3p,NFATC2,4773
6970,hsa-miR-1304-3p,PCDHA6,56142
6971,hsa-miR-1304-3p,PCSK9,255738
6972,hsa-miR-1304-3p,PHLDA3,23612
6973,hsa-miR-1304-3p,PPIC,5480
6974,hsa-miR-1304-3p,PRR23A,729627
6975,hsa-miR-1304-3p,RACGAP1,29127
6976,hsa-miR-1304-3p,RHBDL2,54933
6977,hsa-miR-1304-3p,RREB1,6239
6978,hsa-miR-1304-3p,RRP36,88745
6979,hsa-miR-1304-3p,SEC14L5,9717
6980,hsa-miR-1304-3p,SEC23B,10483
6981,hsa-miR-1304-3p,SEMA3E,9723
6982,hsa-miR-1304-3p,SLC16A10,117247
6983,hsa-miR-1304-3p,SLC25A16,8034
6984,hsa-miR-1304-3p,SNRPD1,6632
6985,hsa-miR-1304-3p,SNW1,22938
6986,hsa-miR-1304-3p,SYAP1,94056
6987,hsa-miR-1304-3p,TESK2,10420
6988,hsa-miR-1304-3p,TIMM29,90580
6989,hsa-miR-1304-3p,TRUB2,26995
6990,hsa-miR-1304-3p,TSPAN14,81619
6991,hsa-miR-1304-3p,UBE2G2,7327
6992,hsa-miR-1304-3p,VWC2L,402117
6993,hsa-miR-1304-3p,ZNF106,64397
6994,hsa-miR-1304-3p,ZNF682,91120
6995,hsa-miR-1304-5p,ABCC5,10057
6996,hsa-miR-1304-5p,ACVR2B,93
6997,hsa-miR-1304-5p,CACNA1B,774
6998,hsa-miR-1304-5p,CALM2,805
6999,hsa-miR-1304-5p,CD59,966
7000,hsa-miR-1304-5p,DDX3X,1654
7001,hsa-miR-1304-5p,EGF,1950
7002,hsa-miR-1304-5p,FAM208A,23272
7003,hsa-miR-1304-5p,FBXL18,80028
7004,hsa-miR-1304-5p,HNRNPA0,10949
7005,hsa-miR-1304-5p,HNRNPDL,9987
7006,hsa-miR-1304-5p,HOXD8,3234
7007,hsa-miR-1304-5p,KLHL15,80311
7008,hsa-miR-1304-5p,MYC,4609
7009,hsa-miR-1304-5p,NHLRC3,387921
7010,hsa-miR-1304-5p,OSBPL2,9885
7011,hsa-miR-1304-5p,PCGF3,10336
7012,hsa-miR-1304-5p,PLEKHF2,79666
7013,hsa-miR-1304-5p,POLD3,10714
7014,hsa-miR-1304-5p,SMAD5,4090
7015,hsa-miR-1304-5p,SNTN,132203
7016,hsa-miR-1304-5p,TAF1D,79101
7017,hsa-miR-1304-5p,TMBIM6,7009
7018,hsa-miR-1304-5p,TPT1,7178
7019,hsa-miR-1304-5p,TTPAL,79183
7020,hsa-miR-1304-5p,ZNF774,342132
7021,hsa-miR-1305,BSDC1,55108
7022,hsa-miR-1305,C1orf56,54964
7023,hsa-miR-1305,CALM1,801
7024,hsa-miR-1305,CRISP1,167
7025,hsa-miR-1305,DCTN5,84516
7026,hsa-miR-1305,DEPDC1,55635
7027,hsa-miR-1305,DGKH,160851
7028,hsa-miR-1305,FBXO41,150726
7029,hsa-miR-1305,FBXO47,494188
7030,hsa-miR-1305,FNDC3A,22862
7031,hsa-miR-1305,FRAT2,23401
7032,hsa-miR-1305,GNA12,2768
7033,hsa-miR-1305,GRK3,157
7034,hsa-miR-1305,IRX2,153572
7035,hsa-miR-1305,KLHDC10,23008
7036,hsa-miR-1305,LRRTM4,80059
7037,hsa-miR-1305,LYRM7,90624
7038,hsa-miR-1305,PAPD7,11044
7039,hsa-miR-1305,PAX5,5079
7040,hsa-miR-1305,PCNX2,80003
7041,hsa-miR-1305,PKHD1,5314
7042,hsa-miR-1305,PPARA,5465
7043,hsa-miR-1305,PRKAA1,5562
7044,hsa-miR-1305,PTPN4,5775
7045,hsa-miR-1305,RNF41,10193
7046,hsa-miR-1305,RRAGC,64121
7047,hsa-miR-1305,SAMD4A,23034
7048,hsa-miR-1305,SGCD,6444
7049,hsa-miR-1305,SLC37A3,84255
7050,hsa-miR-1305,TMED7,51014
7051,hsa-miR-1305,TMEM41B,440026
7052,hsa-miR-1305,TOB1,10140
7053,hsa-miR-1305,TRIM4,89122
7054,hsa-miR-1305,VPS50,55610
7055,hsa-miR-1305,ZC3H12C,85463
7056,hsa-miR-1305,ZFX,7543
7057,hsa-miR-1305,ZXDA,7789
7058,hsa-miR-1306-3p,HSPA6,3310
7059,hsa-miR-1306-5p,AGMAT,79814
7060,hsa-miR-1306-5p,CNKSR3,154043
7061,hsa-miR-1306-5p,CNNM4,26504
7062,hsa-miR-1306-5p,DENND5B,160518
7063,hsa-miR-1306-5p,DNAJC28,54943
7064,hsa-miR-1306-5p,F2,2147
7065,hsa-miR-1306-5p,FAM177A1,283635
7066,hsa-miR-1306-5p,FBXO44,93611
7067,hsa-miR-1306-5p,IPP,3652
7068,hsa-miR-1306-5p,JAKMIP3,282973
7069,hsa-miR-1306-5p,MCC,4163
7070,hsa-miR-1306-5p,MTMR6,9107
7071,hsa-miR-1306-5p,SMOC1,64093
7072,hsa-miR-1306-5p,SORCS2,57537
7073,hsa-miR-1306-5p,TMEM109,79073
7074,hsa-miR-1306-5p,TMOD2,29767
7075,hsa-miR-1306-5p,ZNF284,342909
7076,hsa-miR-1306-5p,ZNF669,79862
7077,hsa-miR-1307-3p,CIC,23152
7078,hsa-miR-1307-3p,CNKSR3,154043
7079,hsa-miR-1307-3p,DENND5B,160518
7080,hsa-miR-1307-3p,GNE,10020
7081,hsa-miR-1307-3p,ORC6,23594
7082,hsa-miR-1307-3p,PHLDA3,23612
7083,hsa-miR-1307-3p,RHBDL2,54933
7084,hsa-miR-1307-3p,SEMA3E,9723
7085,hsa-miR-1307-3p,TAS2R5,54429
7086,hsa-miR-1307-3p,TUBD1,51174
7087,hsa-miR-1307-5p,PLXNA1,5361
7088,hsa-miR-130a-3p,ACVR1,90
7089,hsa-miR-130a-3p,AGO3,192669
7090,hsa-miR-130a-3p,ARHGAP1,392
7091,hsa-miR-130a-3p,ARHGAP12,94134
7092,hsa-miR-130a-3p,ATG2B,55102
7093,hsa-miR-130a-3p,ATMIN,23300
7094,hsa-miR-130a-3p,ATP6V0D1,9114
7095,hsa-miR-130a-3p,ATP6V1B2,526
7096,hsa-miR-130a-3p,ATP6V1C1,528
7097,hsa-miR-130a-3p,ATXN1,6310
7098,hsa-miR-130a-3p,Acvr1,11477
7099,hsa-miR-130a-3p,BLCAP,10904
7100,hsa-miR-130a-3p,BMPR2,659
7101,hsa-miR-130a-3p,BRWD1,54014
7102,hsa-miR-130a-3p,BTBD3,22903
7103,hsa-miR-130a-3p,BTF3L4,91408
7104,hsa-miR-130a-3p,C16orf70,80262
7105,hsa-miR-130a-3p,CALM2,805
7106,hsa-miR-130a-3p,CAPRIN2,65981
7107,hsa-miR-130a-3p,CBY1,25776
7108,hsa-miR-130a-3p,CCNA2,890
7109,hsa-miR-130a-3p,CDK19,23097
7110,hsa-miR-130a-3p,CEP170,9859
7111,hsa-miR-130a-3p,CEP55,55165
7112,hsa-miR-130a-3p,CHEK2,11200
7113,hsa-miR-130a-3p,CLCN3,1182
7114,hsa-miR-130a-3p,CLIC4,25932
7115,hsa-miR-130a-3p,CLIP1,6249
7116,hsa-miR-130a-3p,CNOT4,4850
7117,hsa-miR-130a-3p,COX10,1352
7118,hsa-miR-130a-3p,CSF1,1435
7119,hsa-miR-130a-3p,CUL3,8452
7120,hsa-miR-130a-3p,DAD1,1603
7121,hsa-miR-130a-3p,DICER1,23405
7122,hsa-miR-130a-3p,DLG5,9231
7123,hsa-miR-130a-3p,DLL4,54567
7124,hsa-miR-130a-3p,DSTYK,25778
7125,hsa-miR-130a-3p,ENPP5,59084
7126,hsa-miR-130a-3p,EOGT,285203
7127,hsa-miR-130a-3p,ESR1,2099
7128,hsa-miR-130a-3p,FOXQ1,94234
7129,hsa-miR-130a-3p,FZD6,8323
7130,hsa-miR-130a-3p,GJA1,2697
7131,hsa-miR-130a-3p,GMFB,2764
7132,hsa-miR-130a-3p,GP2,2813
7133,hsa-miR-130a-3p,GPRC5A,9052
7134,hsa-miR-130a-3p,GRB10,2887
7135,hsa-miR-130a-3p,HABP4,22927
7136,hsa-miR-130a-3p,HOXA10,3206
7137,hsa-miR-130a-3p,HOXA5,3202
7138,hsa-miR-130a-3p,HSPA8,3312
7139,hsa-miR-130a-3p,IFITM1,8519
7140,hsa-miR-130a-3p,IL18,3606
7141,hsa-miR-130a-3p,KCTD10,83892
7142,hsa-miR-130a-3p,KIAA1191,57179
7143,hsa-miR-130a-3p,KIF13A,63971
7144,hsa-miR-130a-3p,KLF4,9314
7145,hsa-miR-130a-3p,KLHL21,9903
7146,hsa-miR-130a-3p,KLHL36,79786
7147,hsa-miR-130a-3p,LCLAT1,253558
7148,hsa-miR-130a-3p,LDLR,3949
7149,hsa-miR-130a-3p,LMLN,89782
7150,hsa-miR-130a-3p,LZIC,84328
7151,hsa-miR-130a-3p,MAFB,9935
7152,hsa-miR-130a-3p,MAP3K12,7786
7153,hsa-miR-130a-3p,MAP7,9053
7154,hsa-miR-130a-3p,MAPK1,5594
7155,hsa-miR-130a-3p,MAPRE3,22924
7156,hsa-miR-130a-3p,MAVS,57506
7157,hsa-miR-130a-3p,MBNL1,4154
7158,hsa-miR-130a-3p,MBNL3,55796
7159,hsa-miR-130a-3p,MECP2,4204
7160,hsa-miR-130a-3p,MEOX2,4223
7161,hsa-miR-130a-3p,MFF,56947
7162,hsa-miR-130a-3p,MID1IP1,58526
7163,hsa-miR-130a-3p,MIGA2,84895
7164,hsa-miR-130a-3p,MLEC,9761
7165,hsa-miR-130a-3p,MMGT1,93380
7166,hsa-miR-130a-3p,MSANTD4,84437
7167,hsa-miR-130a-3p,MTPN,136319
7168,hsa-miR-130a-3p,MYC,4609
7169,hsa-miR-130a-3p,NABP1,64859
7170,hsa-miR-130a-3p,NACC2,138151
7171,hsa-miR-130a-3p,NCAPD2,9918
7172,hsa-miR-130a-3p,NFIB,4781
7173,hsa-miR-130a-3p,NIPA1,123606
7174,hsa-miR-130a-3p,NRBF2,29982
7175,hsa-miR-130a-3p,PAFAH1B2,5049
7176,hsa-miR-130a-3p,PARP1,142
7177,hsa-miR-130a-3p,PDGFRA,5156
7178,hsa-miR-130a-3p,PDRG1,81572
7179,hsa-miR-130a-3p,PDZD11,51248
7180,hsa-miR-130a-3p,PIGA,5277
7181,hsa-miR-130a-3p,PLEKHF2,79666
7182,hsa-miR-130a-3p,PLEKHS1,79949
7183,hsa-miR-130a-3p,POLR1B,84172
7184,hsa-miR-130a-3p,POP7,10248
7185,hsa-miR-130a-3p,PPARA,5465
7186,hsa-miR-130a-3p,PPARG,5468
7187,hsa-miR-130a-3p,PPARGC1A,10891
7188,hsa-miR-130a-3p,PPIG,9360
7189,hsa-miR-130a-3p,PPP1R15B,84919
7190,hsa-miR-130a-3p,PPP6R1,22870
7191,hsa-miR-130a-3p,PRKAA1,5562
7192,hsa-miR-130a-3p,PRR23A,729627
7193,hsa-miR-130a-3p,PTEN,5728
7194,hsa-miR-130a-3p,PTPN4,5775
7195,hsa-miR-130a-3p,PXK,54899
7196,hsa-miR-130a-3p,QKI,9444
7197,hsa-miR-130a-3p,RAB5A,5868
7198,hsa-miR-130a-3p,RAB5B,5869
7199,hsa-miR-130a-3p,RAG1,5896
7200,hsa-miR-130a-3p,RAN,5901
7201,hsa-miR-130a-3p,RBM20,282996
7202,hsa-miR-130a-3p,RDH11,51109
7203,hsa-miR-130a-3p,ROMO1,140823
7204,hsa-miR-130a-3p,RPF2,84154
7205,hsa-miR-130a-3p,RPRD2,23248
7206,hsa-miR-130a-3p,RPS27A,6233
7207,hsa-miR-130a-3p,RRAGD,58528
7208,hsa-miR-130a-3p,RUNX3,864
7209,hsa-miR-130a-3p,SALL3,27164
7210,hsa-miR-130a-3p,SEC23B,10483
7211,hsa-miR-130a-3p,SECISBP2L,9728
7212,hsa-miR-130a-3p,SERINC3,10955
7213,hsa-miR-130a-3p,SIK1,150094
7214,hsa-miR-130a-3p,SLAIN1,122060
7215,hsa-miR-130a-3p,SLC38A2,54407
7216,hsa-miR-130a-3p,SMAD4,4089
7217,hsa-miR-130a-3p,SMAD5,4090
7218,hsa-miR-130a-3p,SNTB1,6641
7219,hsa-miR-130a-3p,SNX5,27131
7220,hsa-miR-130a-3p,SOX4,6659
7221,hsa-miR-130a-3p,SPART,23111
7222,hsa-miR-130a-3p,STARD13,90627
7223,hsa-miR-130a-3p,STX6,10228
7224,hsa-miR-130a-3p,SUN2,25777
7225,hsa-miR-130a-3p,TAC1,6863
7226,hsa-miR-130a-3p,TAOK1,57551
7227,hsa-miR-130a-3p,TGFB1,7040
7228,hsa-miR-130a-3p,TGFBR2,7048
7229,hsa-miR-130a-3p,TMEM30A,55754
7230,hsa-miR-130a-3p,TMOD3,29766
7231,hsa-miR-130a-3p,TNF,7124
7232,hsa-miR-130a-3p,TNFRSF10B,8795
7233,hsa-miR-130a-3p,TNRC6A,27327
7234,hsa-miR-130a-3p,TRPC3,7222
7235,hsa-miR-130a-3p,TXNIP,10628
7236,hsa-miR-130a-3p,UBB,7314
7237,hsa-miR-130a-3p,UBBP4,23666
7238,hsa-miR-130a-3p,UBN2,254048
7239,hsa-miR-130a-3p,WASL,8976
7240,hsa-miR-130a-3p,WIPF2,147179
7241,hsa-miR-130a-3p,XIAP,331
7242,hsa-miR-130a-3p,YY1,7528
7243,hsa-miR-130a-3p,ZBTB4,57659
7244,hsa-miR-130a-3p,ZBTB7B,51043
7245,hsa-miR-130a-3p,ZFYVE26,23503
7246,hsa-miR-130a-3p,ZFYVE9,9372
7247,hsa-miR-130a-3p,ZMAT3,64393
7248,hsa-miR-130a-3p,ZNF12,7559
7249,hsa-miR-130a-3p,ZNF154,7710
7250,hsa-miR-130a-3p,ZNF224,7767
7251,hsa-miR-130a-3p,ZNF317,57693
7252,hsa-miR-130a-3p,ZNF354B,117608
7253,hsa-miR-130a-3p,ZNF417,147687
7254,hsa-miR-130a-3p,ZNF529,57711
7255,hsa-miR-130a-3p,ZNF711,7552
7256,hsa-miR-130a-3p,ZNF800,168850
7257,hsa-miR-130a-5p,ATXN7L3B,552889
7258,hsa-miR-130a-5p,BTLA,151888
7259,hsa-miR-130a-5p,DOCK4,9732
7260,hsa-miR-130a-5p,DSTN,11034
7261,hsa-miR-130a-5p,EN2,2020
7262,hsa-miR-130a-5p,HMGB2,3148
7263,hsa-miR-130a-5p,HS2ST1,9653
7264,hsa-miR-130a-5p,MCFD2,90411
7265,hsa-miR-130a-5p,MGAT5,4249
7266,hsa-miR-130a-5p,NACC1,112939
7267,hsa-miR-130a-5p,POM121C,100101267
7268,hsa-miR-130a-5p,PPIC,5480
