,miRNA,Target Gene,Target Gene (Entrez Gene ID)
3889,mmu-miR-3473c,Sh3bgrl,56726
3890,mmu-miR-3473c,Shc4,271849
3891,mmu-miR-3473c,Sri,109552
3892,mmu-miR-3473c,St6galnac1,20445
3893,mmu-miR-3473c,Synb,239167
3894,mmu-miR-3473c,Tbx5,21388
3895,mmu-miR-3473c,Ubtf,21429
3896,mmu-miR-3473c,Wdr59,319481
3897,mmu-miR-3473c,Zfp839,72805
3898,mmu-miR-3473d,Casc4,319996
3899,mmu-miR-3473d,Ccdc25,67179
3900,mmu-miR-3473d,Churc1,211151
3901,mmu-miR-3473d,Loxl2,94352
3902,mmu-miR-3473d,Mbp,17196
3903,mmu-miR-3473d,Ogdh,18293
3904,mmu-miR-3473d,Pola2,18969
3905,mmu-miR-3473d,Prps2,110639
3906,mmu-miR-3473d,Slc23a1,20522
3907,mmu-miR-3473d,Slfn5,327978
3908,mmu-miR-3473d,Srp72,66661
3909,mmu-miR-3473d,Tmem69,230657
3910,mmu-miR-3473d,Washc4,319277
3911,mmu-miR-3474,Klf13,50794
3912,mmu-miR-3474,Tbc1d13,70296
3913,mmu-miR-3475-3p,Btn1a1,12231
3914,mmu-miR-3475-3p,Coa5,76178
3915,mmu-miR-3475-3p,Dync1li2,234663
3916,mmu-miR-3475-3p,H2-T24,15042
3917,mmu-miR-3475-3p,Ikbkg,16151
3918,mmu-miR-3475-3p,Madd,228355
3919,mmu-miR-3475-3p,March5,69104
3920,mmu-miR-3475-3p,Nanog,71950
3921,mmu-miR-3475-3p,Rnf150,330812
3922,mmu-miR-3475-3p,Tmem206,66950
3923,mmu-miR-34a-3p,Foxo3,56484
3924,mmu-miR-34a-5p,Actb,11461
3925,mmu-miR-34a-5p,Atg9a,245860
3926,mmu-miR-34a-5p,Bcl2,12043
3927,mmu-miR-34a-5p,Bcl6,12053
3928,mmu-miR-34a-5p,Ccnd1,12443
3929,mmu-miR-34a-5p,Dll1,13388
3930,mmu-miR-34a-5p,FNDC5,252995
3931,mmu-miR-34a-5p,Foxp1,108655
3932,mmu-miR-34a-5p,Gas1,14451
3933,mmu-miR-34a-5p,Notch1,18128
3934,mmu-miR-34a-5p,Pofut1,140484
3935,mmu-miR-34a-5p,Ppp1r10,52040
3936,mmu-miR-34a-5p,Prex2,109294
3937,mmu-miR-34a-5p,SIRT1,23411
3938,mmu-miR-34a-5p,Sema4b,20352
3939,mmu-miR-34a-5p,Sirt1,93759
3940,mmu-miR-34a-5p,Slc22a12,20521
3941,mmu-miR-34a-5p,Smco1,69576
3942,mmu-miR-34a-5p,Syt1,20979
3943,mmu-miR-34a-5p,TGIF2,60436
3944,mmu-miR-34a-5p,Trem2,83433
3945,mmu-miR-34a-5p,Vcl,22330
3946,mmu-miR-34a-5p,Vegfb,22340
3947,mmu-miR-34a-5p,Wasf1,83767
3948,mmu-miR-34b-3p,D16Ertd472e,67102
3949,mmu-miR-34b-3p,Ldha,16828
3950,mmu-miR-34b-3p,Ttc19,72795
3951,mmu-miR-34b-5p,Ankrd28,105522
3952,mmu-miR-34b-5p,Bcl6,12053
3953,mmu-miR-34b-5p,Cdk6,12571
3954,mmu-miR-34b-5p,Met,17295
3955,mmu-miR-34b-5p,Pofut1,140484
3956,mmu-miR-34b-5p,Prex2,109294
3957,mmu-miR-34b-5p,Rheb,19744
3958,mmu-miR-34b-5p,Sema4b,20352
3959,mmu-miR-34b-5p,Shisa7,232813
3960,mmu-miR-34b-5p,Smco1,69576
3961,mmu-miR-34b-5p,Vcl,22330
3962,mmu-miR-34c-5p,Atf1,11908
3963,mmu-miR-34c-5p,Bcl6,12053
3964,mmu-miR-34c-5p,Jag1,16449
3965,mmu-miR-34c-5p,LGR4,55366
3966,mmu-miR-34c-5p,Nanos2,378430
3967,mmu-miR-34c-5p,Notch1,18128
3968,mmu-miR-34c-5p,Pofut1,140484
3969,mmu-miR-34c-5p,Prex2,109294
3970,mmu-miR-34c-5p,Sema4b,20352
3971,mmu-miR-34c-5p,Smco1,69576
3972,mmu-miR-34c-5p,Vamp2,22318
3973,mmu-miR-34c-5p,Vcl,22330
3974,mmu-miR-350-3p,Larp1,73158
3975,mmu-miR-350-3p,Lars2,102436
3976,mmu-miR-350-3p,Tet1,52463
3977,mmu-miR-350-3p,Usp45,77593
3978,mmu-miR-350-3p,Wdcp,238037
3979,mmu-miR-351-5p,E2f3,13557
3980,mmu-miR-351-5p,Il1rn,16181
3981,mmu-miR-351-5p,Lars2,102436
3982,mmu-miR-351-5p,Siah2,20439
3983,mmu-miR-351-5p,Tnf,21926
3984,mmu-miR-351-5p,Uvrag,78610
3985,mmu-miR-3572-3p,Arl14epl,381142
3986,mmu-miR-3572-3p,Fam69c,240479
3987,mmu-miR-3572-3p,Gmeb1,56809
3988,mmu-miR-3572-3p,Mfap1a,67532
3989,mmu-miR-3572-3p,Mob3c,100465
3990,mmu-miR-3572-3p,Pbx1,18514
3991,mmu-miR-3572-3p,Pdlim5,56376
3992,mmu-miR-3572-3p,Rgs20,58175
3993,mmu-miR-3572-3p,Saa4,20211
3994,mmu-miR-3572-3p,Sgms1,208449
3995,mmu-miR-3572-3p,Sstr1,20605
3996,mmu-miR-3572-3p,St8sia1,20449
3997,mmu-miR-361-5p,Ctbp2,13017
3998,mmu-miR-361-5p,Tspan18,241556
3999,mmu-miR-362-3p,1700028K03Rik,76421
4000,mmu-miR-362-3p,2900026A02Rik,243219
4001,mmu-miR-362-3p,3110082I17Rik,73212
4002,mmu-miR-362-3p,A430078G23Rik,319493
4003,mmu-miR-362-3p,Aak1,269774
4004,mmu-miR-362-3p,Abca6,76184
4005,mmu-miR-362-3p,Acot11,329910
4006,mmu-miR-362-3p,Adamts4,240913
4007,mmu-miR-362-3p,Adcyap1r1,11517
4008,mmu-miR-362-3p,Adm,11535
4009,mmu-miR-362-3p,Akap10,56697
4010,mmu-miR-362-3p,Akap2,11641
4011,mmu-miR-362-3p,Akap5,238276
4012,mmu-miR-362-3p,Alkbh1,211064
4013,mmu-miR-362-3p,Alkbh5,268420
4014,mmu-miR-362-3p,Amotl1,75723
4015,mmu-miR-362-3p,Ankfy1,11736
4016,mmu-miR-362-3p,Ankle1,234396
4017,mmu-miR-362-3p,Anln,68743
4018,mmu-miR-362-3p,Appl1,72993
4019,mmu-miR-362-3p,Arf3,11842
4020,mmu-miR-362-3p,Arhgap12,75415
4021,mmu-miR-362-3p,Arhgef15,442801
4022,mmu-miR-362-3p,Arl14epl,381142
4023,mmu-miR-362-3p,Arl5b,75869
4024,mmu-miR-362-3p,Armc2,213402
4025,mmu-miR-362-3p,Atxn7,246103
4026,mmu-miR-362-3p,Azi2,27215
4027,mmu-miR-362-3p,Bahcc1,268515
4028,mmu-miR-362-3p,Bbc3,170770
4029,mmu-miR-362-3p,Bcl2l11,12125
4030,mmu-miR-362-3p,Bcl2l15,229672
4031,mmu-miR-362-3p,Bpifc,270757
4032,mmu-miR-362-3p,Bsn,12217
4033,mmu-miR-362-3p,Btn1a1,12231
4034,mmu-miR-362-3p,Btnl9,237754
4035,mmu-miR-362-3p,C2cd4c,237397
4036,mmu-miR-362-3p,Cadm2,239857
4037,mmu-miR-362-3p,Cadm3,94332
4038,mmu-miR-362-3p,Capza1,12340
4039,mmu-miR-362-3p,Casc4,319996
4040,mmu-miR-362-3p,Ccdc144b,241943
4041,mmu-miR-362-3p,Cd3d,12500
4042,mmu-miR-362-3p,Cdc37,12539
4043,mmu-miR-362-3p,Cdk12,69131
4044,mmu-miR-362-3p,Cep170b,217882
4045,mmu-miR-362-3p,Chek1,12649
4046,mmu-miR-362-3p,Chrna1,11435
4047,mmu-miR-362-3p,Clec7a,56644
4048,mmu-miR-362-3p,Cnr1,12801
4049,mmu-miR-362-3p,Crim1,50766
4050,mmu-miR-362-3p,Ctif,269037
4051,mmu-miR-362-3p,Cyb5r1,72017
4052,mmu-miR-362-3p,Cytip,227929
4053,mmu-miR-362-3p,Dcaf17,75763
4054,mmu-miR-362-3p,Ddit4l,73284
4055,mmu-miR-362-3p,Decr1,67460
4056,mmu-miR-362-3p,Desi2,78825
4057,mmu-miR-362-3p,Diaph2,54004
4058,mmu-miR-362-3p,Dnajb1,81489
4059,mmu-miR-362-3p,Dnajb4,67035
4060,mmu-miR-362-3p,Dtna,13527
4061,mmu-miR-362-3p,Dusp18,75219
4062,mmu-miR-362-3p,Dusp9,75590
4063,mmu-miR-362-3p,Dzank1,241688
4064,mmu-miR-362-3p,E2f1,13555
4065,mmu-miR-362-3p,Efnb2,13642
4066,mmu-miR-362-3p,Eif2s1,13665
4067,mmu-miR-362-3p,Eif4e2,26987
4068,mmu-miR-362-3p,Enpp4,224794
4069,mmu-miR-362-3p,Epha4,13838
4070,mmu-miR-362-3p,Ercc6,319955
4071,mmu-miR-362-3p,Ermp1,226090
4072,mmu-miR-362-3p,F2rl1,14063
4073,mmu-miR-362-3p,Fam107a,268709
4074,mmu-miR-362-3p,Fam160b2,239170
4075,mmu-miR-362-3p,Fam212b,109050
4076,mmu-miR-362-3p,Fam214b,230088
4077,mmu-miR-362-3p,Fam227a,75729
4078,mmu-miR-362-3p,Fam78b,226610
4079,mmu-miR-362-3p,Fbxl14,101358
4080,mmu-miR-362-3p,Fbxl17,50758
4081,mmu-miR-362-3p,Ffar3,233080
4082,mmu-miR-362-3p,Fgf5,14176
4083,mmu-miR-362-3p,Fhod1,234686
4084,mmu-miR-362-3p,Fign,60344
4085,mmu-miR-362-3p,Fndc3a,319448
4086,mmu-miR-362-3p,Fosl2,14284
4087,mmu-miR-362-3p,Foxf2,14238
4088,mmu-miR-362-3p,Foxj3,230700
4089,mmu-miR-362-3p,Foxn3,71375
4090,mmu-miR-362-3p,Frat2,212398
4091,mmu-miR-362-3p,Frmd3,242506
4092,mmu-miR-362-3p,Fus,233908
4093,mmu-miR-362-3p,Gm5148,381438
4094,mmu-miR-362-3p,Gmeb1,56809
4095,mmu-miR-362-3p,Gnb4,14696
4096,mmu-miR-362-3p,Gpr146,80290
4097,mmu-miR-362-3p,Gpr20,239530
4098,mmu-miR-362-3p,Grik3,14807
4099,mmu-miR-362-3p,Grin2b,14812
4100,mmu-miR-362-3p,Gtf2h2,23894
4101,mmu-miR-362-3p,Gxylt1,223827
4102,mmu-miR-362-3p,Haus2,66296
4103,mmu-miR-362-3p,Hecw1,94253
4104,mmu-miR-362-3p,Hist1h1d,14957
4105,mmu-miR-362-3p,Hk2,15277
4106,mmu-miR-362-3p,Hnrnpd,11991
4107,mmu-miR-362-3p,Hook3,320191
4108,mmu-miR-362-3p,Hrk,12123
4109,mmu-miR-362-3p,Ifit3b,667370
4110,mmu-miR-362-3p,Ifitm7,74482
4111,mmu-miR-362-3p,Igf1,16000
4112,mmu-miR-362-3p,Ikzf2,22779
4113,mmu-miR-362-3p,Il17ra,16172
4114,mmu-miR-362-3p,Il17rd,171463
4115,mmu-miR-362-3p,Il21r,60504
4116,mmu-miR-362-3p,Insig2,72999
4117,mmu-miR-362-3p,Irgq,210146
4118,mmu-miR-362-3p,Itsn1,16443
4119,mmu-miR-362-3p,Jag2,16450
4120,mmu-miR-362-3p,Kcnj5,16521
4121,mmu-miR-362-3p,Kctd11,216858
4122,mmu-miR-362-3p,Kdm7a,338523
4123,mmu-miR-362-3p,Klra2,16633
4124,mmu-miR-362-3p,Larp1,73158
4125,mmu-miR-362-3p,Ldlrad3,241576
4126,mmu-miR-362-3p,Lhfpl4,269788
4127,mmu-miR-362-3p,Lin28b,380669
4128,mmu-miR-362-3p,Lmx1a,110648
4129,mmu-miR-362-3p,Lnpk,69605
4130,mmu-miR-362-3p,Lonrf1,244421
4131,mmu-miR-362-3p,Loxl2,94352
4132,mmu-miR-362-3p,Loxl3,16950
4133,mmu-miR-362-3p,Luc7l2,192196
4134,mmu-miR-362-3p,Lzts3,241638
4135,mmu-miR-362-3p,Madd,228355
4136,mmu-miR-362-3p,Map3k7,26409
4137,mmu-miR-362-3p,Mast3,546071
4138,mmu-miR-362-3p,Mcam,84004
4139,mmu-miR-362-3p,Mcph1,244329
4140,mmu-miR-362-3p,Mdga1,74762
4141,mmu-miR-362-3p,Mfsd4b5,215928
4142,mmu-miR-362-3p,Mill1,266815
4143,mmu-miR-362-3p,Mmp12,17381
4144,mmu-miR-362-3p,Mms22l,212377
4145,mmu-miR-362-3p,Mpp2,50997
4146,mmu-miR-362-3p,Mrap2,244958
4147,mmu-miR-362-3p,Mrps24,64660
4148,mmu-miR-362-3p,Ms4a4b,60361
4149,mmu-miR-362-3p,Ms4a4c,64380
4150,mmu-miR-362-3p,Msx2,17702
4151,mmu-miR-362-3p,Mtfr2,71804
4152,mmu-miR-362-3p,Mtpn,14489
4153,mmu-miR-362-3p,Naa15,74838
4154,mmu-miR-362-3p,Nacc2,67991
4155,mmu-miR-362-3p,Ndrg2,29811
4156,mmu-miR-362-3p,Nfatc2,18019
4157,mmu-miR-362-3p,Nfatc4,73181
4158,mmu-miR-362-3p,Nhlrc4,621239
4159,mmu-miR-362-3p,Nkx1-2,20231
4160,mmu-miR-362-3p,Nrf1,18181
4161,mmu-miR-362-3p,Nrg3,18183
4162,mmu-miR-362-3p,Nrp2,18187
4163,mmu-miR-362-3p,Nsd3,234135
4164,mmu-miR-362-3p,Nufip2,68564
4165,mmu-miR-362-3p,Nup133,234865
4166,mmu-miR-362-3p,Nup93,71805
4167,mmu-miR-362-3p,Oas3,246727
4168,mmu-miR-362-3p,Otog,18419
4169,mmu-miR-362-3p,P2ry2,18442
4170,mmu-miR-362-3p,Pak6,214230
4171,mmu-miR-362-3p,Pappa,18491
4172,mmu-miR-362-3p,Pard6b,58220
4173,mmu-miR-362-3p,Pbld2,67307
4174,mmu-miR-362-3p,Pcgf2,22658
4175,mmu-miR-362-3p,Pgbd1,319207
4176,mmu-miR-362-3p,Phactr2,215789
4177,mmu-miR-362-3p,Piga,18700
4178,mmu-miR-362-3p,Pigyl,66268
4179,mmu-miR-362-3p,Pik3r1,18708
4180,mmu-miR-362-3p,Plag1,56711
4181,mmu-miR-362-3p,Plcl1,227120
4182,mmu-miR-362-3p,Plekha2,83436
4183,mmu-miR-362-3p,Plekhg3,263406
4184,mmu-miR-362-3p,Plxna4,243743
4185,mmu-miR-362-3p,Pnma2,239157
4186,mmu-miR-362-3p,Ppm1f,68606
4187,mmu-miR-362-3p,Ppp1r2,66849
4188,mmu-miR-362-3p,Prmt8,381813
4189,mmu-miR-362-3p,Prr5,109270
4190,mmu-miR-362-3p,Prrg3,208748
4191,mmu-miR-362-3p,Prrg4,228413
4192,mmu-miR-362-3p,Ptp4a2,19244
4193,mmu-miR-362-3p,Ptpn3,545622
4194,mmu-miR-362-3p,Pttg1,30939
4195,mmu-miR-362-3p,Rab3c,67295
4196,mmu-miR-362-3p,Rab3ip,216363
4197,mmu-miR-362-3p,Rad54l2,81000
4198,mmu-miR-362-3p,Rap2b,74012
4199,mmu-miR-362-3p,Rassf10,78748
4200,mmu-miR-362-3p,Rbm34,52202
4201,mmu-miR-362-3p,Reep4,72549
4202,mmu-miR-362-3p,Rflnb,76566
4203,mmu-miR-362-3p,Rictor,78757
4204,mmu-miR-362-3p,Rnf152,320311
4205,mmu-miR-362-3p,Rnf157,217340
4206,mmu-miR-362-3p,Scrt2,545474
4207,mmu-miR-362-3p,Sept3,24050
4208,mmu-miR-362-3p,Serpinb8,20725
4209,mmu-miR-362-3p,Sgms1,208449
4210,mmu-miR-362-3p,Shroom1,71774
4211,mmu-miR-362-3p,Six4,20474
4212,mmu-miR-362-3p,Skint7,328505
4213,mmu-miR-362-3p,Slc10a2,20494
4214,mmu-miR-362-3p,Slc11a2,18174
4215,mmu-miR-362-3p,Slc17a8,216227
4216,mmu-miR-362-3p,Slc25a46,67453
4217,mmu-miR-362-3p,Slc41a3,71699
4218,mmu-miR-362-3p,Slc43a2,215113
4219,mmu-miR-362-3p,Slc6a17,229706
4220,mmu-miR-362-3p,Slc6a8,102857
4221,mmu-miR-362-3p,Slx1b,75764
4222,mmu-miR-362-3p,Smarca4,20586
4223,mmu-miR-362-3p,Smg7,226517
4224,mmu-miR-362-3p,Spag7,216873
4225,mmu-miR-362-3p,Spata13,219140
4226,mmu-miR-362-3p,Spta1,20739
4227,mmu-miR-362-3p,Srek1,218543
4228,mmu-miR-362-3p,Srp72,66661
4229,mmu-miR-362-3p,Ss18l1,269397
4230,mmu-miR-362-3p,Ssr1,107513
4231,mmu-miR-362-3p,St3gal5,20454
4232,mmu-miR-362-3p,Stx1b,56216
4233,mmu-miR-362-3p,Stxbp6,217517
4234,mmu-miR-362-3p,Synj2bp,24071
4235,mmu-miR-362-3p,Synpo2l,68760
4236,mmu-miR-362-3p,Synrg,217030
4237,mmu-miR-362-3p,Syt2,20980
4238,mmu-miR-362-3p,Tas1r3,83771
4239,mmu-miR-362-3p,Tbc1d22b,381085
4240,mmu-miR-362-3p,Tbl1xr1,81004
4241,mmu-miR-362-3p,Tbx4,21387
4242,mmu-miR-362-3p,Tcf3,21423
4243,mmu-miR-362-3p,Tcte1,21645
4244,mmu-miR-362-3p,Tdrd1,83561
4245,mmu-miR-362-3p,Tmc7,209760
4246,mmu-miR-362-3p,Tmem151b,210573
4247,mmu-miR-362-3p,Tmem178b,434008
4248,mmu-miR-362-3p,Tmem201,230917
4249,mmu-miR-362-3p,Tmem252,226040
4250,mmu-miR-362-3p,Tnfrsf10b,21933
4251,mmu-miR-362-3p,Tril,66873
4252,mmu-miR-362-3p,Trim12c,319236
4253,mmu-miR-362-3p,Trim25,217069
4254,mmu-miR-362-3p,Trim36,28105
4255,mmu-miR-362-3p,Trim43b,666747
4256,mmu-miR-362-3p,Trim44,80985
4257,mmu-miR-362-3p,Tyw1,100929
4258,mmu-miR-362-3p,Ubac1,98766
4259,mmu-miR-362-3p,Ubn2,320538
4260,mmu-miR-362-3p,Ulk3,71742
4261,mmu-miR-362-3p,Unc5c,22253
4262,mmu-miR-362-3p,Vegfa,22339
4263,mmu-miR-362-3p,Wfdc12,192200
4264,mmu-miR-362-3p,Wfs1,22393
4265,mmu-miR-362-3p,Wwp2,66894
4266,mmu-miR-362-3p,Yipf6,77929
4267,mmu-miR-362-3p,Zbtb10,229055
4268,mmu-miR-362-3p,Zbtb34,241311
4269,mmu-miR-362-3p,Zbtb42,382639
4270,mmu-miR-362-3p,Zc3h12d,237256
4271,mmu-miR-362-3p,Zdhhc3,69035
4272,mmu-miR-362-3p,Zdhhc7,102193
4273,mmu-miR-362-3p,Zfhx3,11906
4274,mmu-miR-362-3p,Zfp354a,21408
4275,mmu-miR-362-3p,Zfp408,381410
4276,mmu-miR-362-3p,Zfp516,329003
4277,mmu-miR-362-3p,Zfp827,622675
4278,mmu-miR-362-3p,Zfp839,72805
4279,mmu-miR-362-3p,Zfp9,22750
4280,mmu-miR-362-3p,Zfp951,626391
4281,mmu-miR-362-3p,Zfp963,620419
4282,mmu-miR-362-3p,Zscan4d,545913
4283,mmu-miR-362-3p,Zxdc,80292
4284,mmu-miR-362-5p,Rictor,78757
4285,mmu-miR-362-5p,Trip4,56404
4286,mmu-miR-363-3p,Gm5148,381438
4287,mmu-miR-363-3p,Hand2,15111
4288,mmu-miR-363-3p,Stk10,20868
4289,mmu-miR-363-3p,Tbx3,21386
4290,mmu-miR-363-5p,4930519G04Rik,67593
4291,mmu-miR-363-5p,Aco1,11428
4292,mmu-miR-363-5p,Car5b,56078
4293,mmu-miR-363-5p,Cts8,56094
4294,mmu-miR-363-5p,Gngt1,14699
4295,mmu-miR-363-5p,Hnrnpab,15384
4296,mmu-miR-363-5p,Lrrc58,320184
4297,mmu-miR-363-5p,Mmachc,67096
4298,mmu-miR-363-5p,Mzt1,76789
4299,mmu-miR-363-5p,Nfatc4,73181
4300,mmu-miR-363-5p,Nploc4,217365
4301,mmu-miR-363-5p,Ostf1,20409
4302,mmu-miR-363-5p,Rbms2,56516
4303,mmu-miR-363-5p,Slc25a51,230125
4304,mmu-miR-363-5p,Slc28a3,114304
4305,mmu-miR-363-5p,Tox4,268741
4306,mmu-miR-363-5p,Tspan31,67125
4307,mmu-miR-363-5p,Ttc26,264134
4308,mmu-miR-363-5p,Zfp933,242747
4309,mmu-miR-365-3p,Kcnh2,16511
4310,mmu-miR-367-3p,Gm5148,381438
4311,mmu-miR-367-3p,Irak4,266632
4312,mmu-miR-367-3p,Stk10,20868
4313,mmu-miR-369-3p,March5,69104
4314,mmu-miR-369-3p,Tmem206,66950
4315,mmu-miR-369-3p,Zfp113,56314
4316,mmu-miR-369-3p,Zfp248,72720
4317,mmu-miR-370-3p,Atad2,70472
4318,mmu-miR-370-3p,Bmpr2,12168
4319,mmu-miR-370-3p,Dnmt3a,13435
4320,mmu-miR-370-3p,Estq1,109459
4321,mmu-miR-370-3p,Klhl21,242785
4322,mmu-miR-370-3p,Lars2,102436
4323,mmu-miR-370-3p,Tgfbr3,21814
4324,mmu-miR-374b-5p,March5,69104
4325,mmu-miR-374b-5p,Myf6,17878
4326,mmu-miR-374b-5p,Tmem206,66950
4327,mmu-miR-374b-5p,Zfp113,56314
4328,mmu-miR-374b-5p,Zfp248,72720
4329,mmu-miR-374c-5p,Gbp7,229900
4330,mmu-miR-374c-5p,Hist1h1d,14957
4331,mmu-miR-374c-5p,Mphosph9,269702
4332,mmu-miR-374c-5p,Ogfod1,270086
4333,mmu-miR-374c-5p,Rassf10,78748
4334,mmu-miR-374c-5p,Senp5,320213
4335,mmu-miR-375-3p,Adipor2,68465
4336,mmu-miR-375-3p,C1qbp,12261
4337,mmu-miR-375-3p,Elavl4,15572
4338,mmu-miR-375-3p,Foxj3,230700
4339,mmu-miR-375-3p,Jak2,16452
4340,mmu-miR-375-3p,Mtpn,14489
4341,mmu-miR-375-3p,Olfr75-ps1,258186
4342,mmu-miR-375-3p,Pdk1,228026
4343,mmu-miR-375-3p,Usp1,230484
4344,mmu-miR-375-3p,Yap1,22601
4345,mmu-miR-376a-3p,Pcna,18538
4346,mmu-miR-376b-3p,Fam160b2,239170
4347,mmu-miR-376b-3p,Hoxd10,15430
4348,mmu-miR-376b-3p,Nfkbiz,80859
4349,mmu-miR-376b-3p,Stat3,20848
4350,mmu-miR-376c-3p,Arvcf,11877
4351,mmu-miR-376c-3p,Borcs7,66439
4352,mmu-miR-376c-3p,Kcnj10,16513
4353,mmu-miR-376c-3p,Prok2,50501
4354,mmu-miR-376c-3p,Rdh13,108841
4355,mmu-miR-376c-3p,Sass6,72776
4356,mmu-miR-376c-3p,St8sia1,20449
4357,mmu-miR-376c-3p,Tox4,268741
4358,mmu-miR-376c-3p,Ube2n,93765
4359,mmu-miR-376c-3p,Xpo1,103573
4360,mmu-miR-376c-3p,Zfp663,381405
4361,mmu-miR-377-3p,Acot11,329910
4362,mmu-miR-377-3p,Adam19,11492
4363,mmu-miR-377-3p,Adamts9,101401
4364,mmu-miR-377-3p,Agpat4,68262
4365,mmu-miR-377-3p,Arf3,11842
4366,mmu-miR-377-3p,Arhgef15,442801
4367,mmu-miR-377-3p,Arhgef9,236915
4368,mmu-miR-377-3p,Arnt,11863
4369,mmu-miR-377-3p,Atl2,56298
4370,mmu-miR-377-3p,Atm,11920
4371,mmu-miR-377-3p,Atxn7,246103
4372,mmu-miR-377-3p,Bbc3,170770
4373,mmu-miR-377-3p,Bsn,12217
4374,mmu-miR-377-3p,Cadm2,239857
4375,mmu-miR-377-3p,Cadm3,94332
4376,mmu-miR-377-3p,Capza1,12340
4377,mmu-miR-377-3p,Cbln3,56410
4378,mmu-miR-377-3p,Ccdc138,76138
4379,mmu-miR-377-3p,Cd3d,12500
4380,mmu-miR-377-3p,Cisd2,67006
4381,mmu-miR-377-3p,Clic5,224796
4382,mmu-miR-377-3p,Coa5,76178
4383,mmu-miR-377-3p,Creb5,231991
4384,mmu-miR-377-3p,Cry2,12953
4385,mmu-miR-377-3p,D16Ertd472e,67102
4386,mmu-miR-377-3p,Dcp2,70640
4387,mmu-miR-377-3p,Dzank1,241688
4388,mmu-miR-377-3p,E2f1,13555
4389,mmu-miR-377-3p,Ehmt1,77683
4390,mmu-miR-377-3p,Elovl7,74559
4391,mmu-miR-377-3p,Ephb3,13845
4392,mmu-miR-377-3p,Ephx3,71932
4393,mmu-miR-377-3p,Fam160b2,239170
4394,mmu-miR-377-3p,Fam212b,109050
4395,mmu-miR-377-3p,Fam53c,66306
4396,mmu-miR-377-3p,Fbxl17,50758
4397,mmu-miR-377-3p,Frmd3,242506
4398,mmu-miR-377-3p,Fubp1,51886
4399,mmu-miR-377-3p,Gad2,14417
4400,mmu-miR-377-3p,Gmeb1,56809
4401,mmu-miR-377-3p,Gpd1l,333433
4402,mmu-miR-377-3p,Gxylt2,232313
4403,mmu-miR-377-3p,Hook3,320191
4404,mmu-miR-377-3p,Ifit3,15959
4405,mmu-miR-377-3p,Ifit3b,667370
4406,mmu-miR-377-3p,Igdcc4,56741
4407,mmu-miR-377-3p,Igfbp3,16009
4408,mmu-miR-377-3p,Ikzf2,22779
4409,mmu-miR-377-3p,Ino80d,227195
4410,mmu-miR-377-3p,Insig2,72999
4411,mmu-miR-377-3p,Iqsec3,243621
4412,mmu-miR-377-3p,Itgam,16409
4413,mmu-miR-377-3p,Krtap4-9,665998
4414,mmu-miR-377-3p,Lcorl,209707
4415,mmu-miR-377-3p,Lrp8,16975
4416,mmu-miR-377-3p,Mbtps2,270669
4417,mmu-miR-377-3p,Mmab,77697
4418,mmu-miR-377-3p,Mob3c,100465
4419,mmu-miR-377-3p,Net1,56349
4420,mmu-miR-377-3p,Nfatc4,73181
4421,mmu-miR-377-3p,Ociad2,433904
4422,mmu-miR-377-3p,Pak4,70584
4423,mmu-miR-377-3p,Pappa,18491
4424,mmu-miR-377-3p,Pax3,18505
4425,mmu-miR-377-3p,Pdpk1,18607
4426,mmu-miR-377-3p,Pgbd1,319207
4427,mmu-miR-377-3p,Pi15,94227
4428,mmu-miR-377-3p,Plcl1,227120
4429,mmu-miR-377-3p,Plekha2,83436
4430,mmu-miR-377-3p,Plekhg1,213783
4431,mmu-miR-377-3p,Ppp1r2,66849
4432,mmu-miR-377-3p,Ppp1r26,241289
4433,mmu-miR-377-3p,Prr3,75210
4434,mmu-miR-377-3p,Prrg3,208748
4435,mmu-miR-377-3p,Prrg4,228413
4436,mmu-miR-377-3p,Pttg1,30939
4437,mmu-miR-377-3p,Rapgef3,223864
4438,mmu-miR-377-3p,Rasal2,226525
4439,mmu-miR-377-3p,Rcan2,53901
4440,mmu-miR-377-3p,Rictor,78757
4441,mmu-miR-377-3p,Rnf219,72486
4442,mmu-miR-377-3p,Rnf41,67588
4443,mmu-miR-377-3p,Rsf1,233532
4444,mmu-miR-377-3p,Selenot,69227
4445,mmu-miR-377-3p,Sfn,55948
4446,mmu-miR-377-3p,Shroom1,71774
4447,mmu-miR-377-3p,Sin3a,20466
4448,mmu-miR-377-3p,Slc1a2,20511
4449,mmu-miR-377-3p,Slc35a1,24060
4450,mmu-miR-377-3p,Slc36a1,215335
4451,mmu-miR-377-3p,Slc7a11,26570
4452,mmu-miR-377-3p,Spock2,94214
4453,mmu-miR-377-3p,Spryd3,223918
4454,mmu-miR-377-3p,Tmem170b,621976
4455,mmu-miR-377-3p,Tmem201,230917
4456,mmu-miR-377-3p,Tmem65,74868
4457,mmu-miR-377-3p,Tmem8b,242409
4458,mmu-miR-377-3p,Tmlhe,192289
4459,mmu-miR-377-3p,Tnfrsf1b,21938
4460,mmu-miR-377-3p,Trak1,67095
4461,mmu-miR-377-3p,Tulp3,22158
4462,mmu-miR-377-3p,Ubn2,320538
4463,mmu-miR-377-3p,Ubtf,21429
4464,mmu-miR-377-3p,Wdcp,238037
4465,mmu-miR-377-3p,Wdr59,319481
